element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
O,1,,632.6585,,3.76e+03,D,97488.538,113294.854,2s2.2p3.(4S*).3d,3D*,3,2s2.2p3.(2D*).3p,3D,2,,T5713LS,
O,1,,632.6600,,2.14e+04,C,97488.538,113294.816,2s2.2p3.(4S*).3d,3D*,3,2s2.2p3.(2D*).3p,3D,3,,T5713LS,
O,5,,633.180,,1.21e+07,B,697170.2,712963.5,1s2.2p.(2P*<3/2>).3p,1D,2,1s2.2p.(2P*<3/2>).3d,1F*,3,,"T5633,T3843",
O,3,,633.223,,9.43e+04,C,378405.68,394197.9,2s.2p2.(4P).3p,3P*,2,2s.2p2.(2D).3s,3D,3,,T5376LS,
O,2,635.9719,635.9739,4,,,232462.724,248186.64,2s2.2p2.(3P).3d,4P,5/2,2s2.2p2.(3P).4p,2D*,5/2,,,L10621
O,3,,636.067,,2.33e+04,D,378405.68,394127.3,2s.2p2.(4P).3p,3P*,2,2s.2p2.(2D).3s,3D,2,,T5376LS,
O,1,,636.5536,,3.39e-06,C+,158.265,15867.862,2s2.2p4,3P,1,2s2.2p4,1D,2,E2,"T4539,T5081",
O,1,,636.5536,,1.82e-03,B+,158.265,15867.862,2s2.2p4,3P,1,2s2.2p4,1D,2,M1,"T4539,T5081",
O,3,,636.559,,6.97e+04,C,378417.84,394127.3,2s.2p2.(4P).3p,3P*,1,2s.2p2.(2D).3s,3D,2,,T5376LS,
O,1,636.810,,100,,,,,,,,,,,,,L3760
O,1,637.608,,100,,,,,,,,,,,,,L3760
O,3,,638.011,,2.56e+03,D,378405.68,394079.4,2s.2p2.(4P).3p,3P*,2,2s.2p2.(2D).3s,3D,1,,T5376LS,
O,3,,638.506,,3.83e+04,D,378417.84,394079.4,2s.2p2.(4P).3p,3P*,1,2s.2p2.(2D).3s,3D,1,,T5376LS,
O,3,,639.213,,5.10e+04,D,378435.16,394079.4,2s.2p2.(4P).3p,3P*,0,2s.2p2.(2D).3s,3D,1,,T5376LS,
O,1,,639.3500,,8.60e-07,B+,226.977,15867.862,2s2.2p4,3P,0,2s2.2p4,1D,2,E2,"T4539,T5081",
O,1,645.538,645.5386,320,1.65e+06,C+,86625.757,102116.698,2s2.2p3.(4S*).3p,5P,1,2s2.2p3.(4S*).5s,5S*,2,,T5713LS,L3760
O,1,645.622,645.6228,360,2.75e+06,C+,86627.778,102116.698,2s2.2p3.(4S*).3p,5P,2,2s2.2p3.(4S*).5s,5S*,2,,T5713LS,L3760
O,1,645.776,645.7761,400,3.85e+06,C+,86631.454,102116.698,2s2.2p3.(4S*).3p,5P,3,2s2.2p3.(4S*).5s,5S*,2,,T5713LS,L3760
O,2,645.8831,645.8814,2,,,240330.01,255812.728,2s2.2p2.(3P).4s,2P,1/2,2s2.2p2.(3P).4f D,2[2]*,3/2,,,L10621
O,2,645.9591,645.9589,2*,,,275842.14,291323.00,2s2.2p2.(1D).4f G,2[4]*,7/2,2s2.2p2.(1D<2>).6g,2[5],9/2,,,L6336
O,2,645.9591,645.9589,2*,,,275842.14,291323.00,2s2.2p2.(1D).4f G,2[4]*,9/2,2s2.2p2.(1D<2>).6g,2[5],11/2,,,L6336
O,2,645.9591,645.9589,2*,,,275842.14,291323.00,2s2.2p2.(1D).4f G,2[4]*,9/2,2s2.2p2.(1D<2>).6g,2[5],9/2,,,L6336
O,5,,646.191,,9.37e+06,B,677150.7,692626.0,1s2.2p.(2P*<1/2>).3p,3D,1,1s2.2p.(2P*<1/2>).3d,3F*,2,,T3843n,
O,5,,646.793,,1.01e+07,B,677348.5,692809.4,1s2.2p.(2P*<1/2>).3p,3D,2,1s2.2p.(2P*<1/2>).3d,3F*,3,,T3843n,
O,2,647.3212,647.3208,6*,,,255912.32,271360.61,2s2.2p2.(3P).4f D,2[1]*,3/2,2s2.2p2.(3P<2>).6g,2[2],5/2,,,L6336
O,2,647.3212,647.3208,6*,,,255912.32,271360.61,2s2.2p2.(3P).4f D,2[1]*,3/2,2s2.2p2.(3P<2>).6g,2[2],3/2,,,L6336
O,2,647.5680,647.5682,1,,,275881.65,291324.04?,2s2.2p2.(1D).4f F,2[3]*,7/2,2s2.2p2.(1D<2>).6g,2[4],9/2,,,L6336
O,2,647.7063,647.7071,6,,,232747.562,248186.64,2s2.2p2.(3P).3d,4D,5/2,2s2.2p2.(3P).4p,2D*,5/2,,,L10621
O,2,647.9700,647.9695,10,,,232753.816,248186.64,2s2.2p2.(3P).3d,4D,7/2,2s2.2p2.(3P).4p,2D*,5/2,,,L10621
O,2,648.5771,648.5761,12,,,251222.19,266640.58,2s2.2p2.(1D).3d,2F,7/2,2s2.2p2.(1D).4p,2D*,5/2,,,L10621
O,2,,648.6855,,,,251224.79,266640.58,2s2.2p2.(1D).3d,2F,5/2,2s2.2p2.(1D).4p,2D*,5/2,,,L11267
O,2,648.6885,648.6885,7,,,255756.131,271171.85,2s2.2p2.(3P).4f G,2[3]*,5/2,2s2.2p2.(3P<1>).6g,2[4],7/2,,,L6336
O,2,648.8253,648.8254,7,,,255759.384,271171.85,2s2.2p2.(3P).4f G,2[3]*,7/2,2s2.2p2.(3P<1>).6g,2[4],9/2,,,L6336
O,2,649.3718,649.3705,11,,,251224.79,266624.32,2s2.2p2.(1D).3d,2F,5/2,2s2.2p2.(1D).4p,2D*,3/2,,,L10621
O,2,649.7597,649.7581,11bl*,1.48e+06,D,232796.298,248186.64,2s2.2p2.(3P).3d,2F,5/2,2s2.2p2.(3P).4p,2D*,5/2,,T5723LS,L6336
O,2,649.7597,649.7595,11bl*,,,255977.481,271367.79,2s2.2p2.(3P).4f G,2[5]*,11/2,2s2.2p2.(3P<2>).6g,2[6],13/2,,,L6336
O,2,,649.7633,,,,255977.481,271367.70,2s2.2p2.(3P).4f G,2[5]*,11/2,2s2.2p2.(3P<2>).6g,2[6],11/2,,,L11267
O,2,650.0212,650.0211,7,,,255983.584,271367.70,2s2.2p2.(3P).4f G,2[5]*,9/2,2s2.2p2.(3P<2>).6g,2[6],11/2,,,L6336
O,5,650.204,650.204,130,1.11e+07,B,677665.0,693044.8,1s2.2p.(2P*<3/2>).3p,3D,3,1s2.2p.(2P*<3/2>).3d,3F*,4,,T3843n,L552
O,2,650.2624,650.2622,4,,,255689.939,271068.35,2s2.2p2.(3P).4f D,2[3]*,5/2,2s2.2p2.(3P<0>).6g,2[4],7/2,,,L6336
O,2,650.3206,650.3200,7,,,255691.346,271068.39,2s2.2p2.(3P).4f D,2[3]*,7/2,2s2.2p2.(3P<0>).6g,2[4],9/2,,,L6336
O,2,,650.3217,,,,255691.346,271068.35,2s2.2p2.(3P).4f D,2[3]*,7/2,2s2.2p2.(3P<0>).6g,2[4],7/2,,,L11267
O,2,650.3984,650.3984,4,,,255812.728,271187.92,2s2.2p2.(3P).4f D,2[2]*,3/2,2s2.2p2.(3P<1>).6g,2[3],5/2,,,L6336
O,2,650.4247,650.4248,5,,,255813.472,271188.04,2s2.2p2.(3P).4f D,2[2]*,5/2,2s2.2p2.(3P<1>).6g,2[3],7/2,,,L6336
O,4,,650.703,,2.71e+06,B,600092,615460,2p2.(1D).3s,2D,3/2,2p2.(3P).3p,2D*,3/2,,T5109LS,
O,2,650.7825,650.7815,7,,,251222.19,266588.33,2s2.2p2.(1D).3d,2F,7/2,2s2.2p2.(1D).4p,2F*,7/2,,,L10621
O,3,,650.935,,3.98e+07,B,365726.76,381089.27,2s2.2p.(2P*).4p,1P,1,2s2.2p.(2P*).4d,1P*,1,,T5376,
O,2,651.1510,651.1509,8,,,255827.657,271185.08,2s2.2p2.(3P).4f G,2[4]*,9/2,2s2.2p2.(3P<1>).6g,2[5],11/2,,,L6336
O,2,651.2421,651.2414,8bl,,,255829.58,271184.87,2s2.2p2.(3P).4f G,2[4]*,7/2,2s2.2p2.(3P<1>).6g,2[5],9/2,,,L6336
O,2,651.2551,651.2562,13,,,251224.79,266579.73,2s2.2p2.(1D).3d,2F,5/2,2s2.2p2.(1D).4p,2F*,5/2,,,L10621
O,4,,651.296,,3.01e+05,B,600106,615460,2p2.(1D).3s,2D,5/2,2p2.(3P).3p,2D*,3/2,,T5109LS,
O,4,,651.933,,2.00e+05,B,600092,615431,2p2.(1D).3s,2D,3/2,2p2.(3P).3p,2D*,5/2,,T5109LS,
O,4,,652.529,,2.79e+06,B,600106,615431,2p2.(1D).3s,2D,5/2,2p2.(3P).3p,2D*,5/2,,T5109LS,
O,2,653.7634,653.7605,3,,,240517.35,255813.472,2s2.2p2.(3P).4s,2P,3/2,2s2.2p2.(3P).4f D,2[2]*,5/2,,,L10621
O,2,653.9363,653.9364,3,,,256083.604,271375.61,2s2.2p2.(3P).4f F,2[2]*,3/2,2s2.2p2.(3P<2>).6g,2[3],5/2,,,L6336
O,2,,654.1136,,,,256087.746,271375.61,2s2.2p2.(3P).4f F,2[2]*,5/2,2s2.2p2.(3P<2>).6g,2[3],5/2,,,L11267
O,2,654.1176,654.1192,4,,,256087.746,271375.48,2s2.2p2.(3P).4f F,2[2]*,5/2,2s2.2p2.(3P<2>).6g,2[3],7/2,,,L6336
O,5,,654.557,,1.64e+06,B,677348.5,692626.0,1s2.2p.(2P*<1/2>).3p,3D,2,1s2.2p.(2P*<1/2>).3d,3F*,2,,T3843n,
O,2,655.1953,655.1934,16,,,232747.562,248010.23,2s2.2p2.(3P).3d,4D,5/2,2s2.2p2.(3P).4p,2D*,3/2,,,L10621
O,2,655.2408,655.2406,4,,,256123.231,271384.80,2s2.2p2.(3P).4f F,2[3]*,7/2,2s2.2p2.(3P<2>).6g,2[4],9/2,,,L6336
O,2,655.3567,655.3567,4,,,256125.785,271384.65,2s2.2p2.(3P).4f F,2[3]*,5/2,2s2.2p2.(3P<2>).6g,2[4],7/2,,,L6336
O,2,655.6430,655.6410,3,,,256123.231,271375.48,2s2.2p2.(3P).4f F,2[3]*,7/2,2s2.2p2.(3P<2>).6g,2[3],7/2,,,L6336
O,2,655.7656,655.7655,7,,,256136.036,271385.39,2s2.2p2.(3P).4f F,2[4]*,9/2,2s2.2p2.(3P<2>).6g,2[5],11/2,,,L6336
O,2,655.7879,655.7859,4*,,,276109.46,291358.34,2s2.2p2.(1D).4f H,2[5]*,9/2,2s2.2p2.(1D<2>).6g,2[6],11/2,,,L6336
O,2,655.7879,655.7893,4*,,,276109.54,291358.34,2s2.2p2.(1D).4f H,2[5]*,11/2,2s2.2p2.(1D<2>).6g,2[6],13/2,,,L6336
O,2,655.7879,655.7909,4*,,,256136.036,271384.80,2s2.2p2.(3P).4f F,2[4]*,9/2,2s2.2p2.(3P<2>).6g,2[4],9/2,,,L6336
O,2,656.0872,656.0873,7bl,,,256143.187,271385.06,2s2.2p2.(3P).4f F,2[4]*,7/2,2s2.2p2.(3P<2>).6g,2[5],9/2,,,L6336
O,2,,656.1364,,,,255827.657,271068.39,2s2.2p2.(3P).4f G,2[4]*,9/2,2s2.2p2.(3P<0>).6g,2[4],9/2,,,L11267
O,2,,656.1381,,,,255827.657,271068.35,2s2.2p2.(3P).4f G,2[4]*,9/2,2s2.2p2.(3P<0>).6g,2[4],7/2,,,L11267
O,2,656.2181,656.2192,7*,,,255829.58,271068.39,2s2.2p2.(3P).4f G,2[4]*,7/2,2s2.2p2.(3P<0>).6g,2[4],9/2,,,L10621
O,2,656.2181,656.2205,7*,,,240517.35,255756.131,2s2.2p2.(3P).4s,2P,3/2,2s2.2p2.(3P).4f G,2[3]*,5/2,,,L10621
O,2,,656.2209,,,,255829.58,271068.35,2s2.2p2.(3P).4f G,2[4]*,7/2,2s2.2p2.(3P<0>).6g,2[4],7/2,,,L11267
O,2,656.7097,656.7096,20,2.86e+07,D,232959.210,248186.64,2s2.2p2.(3P).3d,2F,7/2,2s2.2p2.(3P).4p,2D*,5/2,,T5723LS,L10621
O,2,657.2915,657.2923,18,2.99e+07,D,232796.298,248010.23,2s2.2p2.(3P).3d,2F,5/2,2s2.2p2.(3P).4p,2D*,3/2,,T5723LS,L10621
O,2,659.0826,659.0833,6,,,240517.35,255689.939,2s2.2p2.(3P).4s,2P,3/2,2s2.2p2.(3P).4f D,2[3]*,5/2,,,L10621
O,5,,660.310,,1.14e+06,B,677665.0,692809.4,1s2.2p.(2P*<3/2>).3p,3D,3,1s2.2p.(2P*<1/2>).3d,3F*,3,,T3843n,
O,1,660.673,,80,,,,,,,,,,,,,L3760
O,2,,662.9187,,,,255983.584,271068.39,2s2.2p2.(3P).4f G,2[5]*,9/2,2s2.2p2.(3P<0>).6g,2[4],9/2,,,L11267
O,2,,662.9205,,,,255983.584,271068.35,2s2.2p2.(3P).4f G,2[5]*,9/2,2s2.2p2.(3P<0>).6g,2[4],7/2,,,L11267
O,2,662.9215,662.9203,17,1.73e+07,D,233430.53,248515.30,2s2.2p2.(3P).3d,2P,3/2,2s2.2p2.(3P).4p,2P*,3/2,,T5723LS,L10621
O,2,664.2888,664.2865,24,9.88e+06,B+,188888.543,203942.288,2s2.2p2.(3P).3s,2P,1/2,2s2.2p2.(3P).3p,2S*,1/2,,T6172n,L10621
O,4,,664.628,,1.41e+06,B,576853,591899,2p2.(3P).3s,4P,1/2,2s.2p.(3P*).4d,4D*,3/2,,T5109LS,
O,4,,664.628,,2.82e+06,B,576853,591899,2p2.(3P).3s,4P,1/2,2s.2p.(3P*).4d,4D*,1/2,,T5109LS,
O,2,664.8185,664.8192,4,,,256143.187,271184.87,2s2.2p2.(3P).4f F,2[4]*,7/2,2s2.2p2.(3P<1>).6g,2[5],9/2,,,L10621
O,2,665.4400,665.4396,4,,,231427.970,246455.629,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).4p,4P*,5/2,,,L10621
O,1,665.567,,100,,,,,,,,,,,,,L3760
O,2,666.8508,666.8498,13,6.78e+06,D,233430.53,248426.41,2s2.2p2.(3P).3d,2P,3/2,2s2.2p2.(3P).4p,2P*,1/2,,T5723LS,L10621
O,2,667.9706,667.9710,12,3.37e+06,D,233544.59,248515.30,2s2.2p2.(3P).3d,2P,1/2,2s2.2p2.(3P).4p,2P*,3/2,,T5723LS,L10621
O,4,,668.226,,2.33e+06,B,576997,591962,2p2.(3P).3s,4P,3/2,2s.2p.(3P*).4d,4D*,5/2,,T5109LS,
O,5,,668.405,,4.19e+04,B,677665.0,692626.0,1s2.2p.(2P*<3/2>).3p,3D,3,1s2.2p.(2P*<1/2>).3d,3F*,2,,T3843n,
O,3,,670.922,,1.37e+05,C+,379293.03,394197.9,2s2.2p.(2P*).4d,3D*,2,2s.2p2.(2D).3s,3D,3,,T5376LS,
O,4,,671.051,,5.49e+05,B,576997,591899,2p2.(3P).3s,4P,3/2,2s.2p.(3P*).4d,4D*,1/2,,T5109LS,
O,4,,671.051,,1.76e+06,B,576997,591899,2p2.(3P).3s,4P,3/2,2s.2p.(3P*).4d,4D*,3/2,,T5109LS,
O,3,,671.134,,1.85e+05,C+,379227.15,394127.3,2s2.2p.(2P*).4d,3D*,1,2s.2p2.(2D).3s,3D,2,,T5376LS,
O,2,671.9606,671.9608,15,1.33e+07,D,233544.59,248426.41,2s2.2p2.(3P).3d,2P,1/2,2s2.2p2.(3P).4p,2P*,1/2,,T5723LS,L10621
O,2,672.3254,672.3243,26,1.81e+07,B+,189068.514,203942.288,2s2.2p2.(3P).3s,2P,3/2,2s2.2p2.(3P).3p,2S*,1/2,,T6172n,L10621
O,1,,672.8141,,1.18e+03,C,73768.200,88631.146,2s2.2p3.(4S*).3s,5S*,2,2s2.2p3.(4S*).3p,3P,2,,T5986,
O,1,,672.8394,,6.44e+02,C,73768.200,88630.587,2s2.2p3.(4S*).3s,5S*,2,2s2.2p3.(4S*).3p,3P,1,,T5986,
O,3,,673.299,,9.15e+05,C+,379227.15,394079.4,2s2.2p.(2P*).4d,3D*,1,2s.2p2.(2D).3s,3D,1,,T5376LS,
O,3,,673.802,,1.08e+06,C+,379356.75,394197.9,2s2.2p.(2P*).4d,3D*,3,2s.2p2.(2D).3s,3D,3,,T5376LS,
O,4,,673.991,,3.25e+06,B,577209,592046,2p2.(3P).3s,4P,5/2,2s.2p.(3P*).4d,4D*,7/2,,T5109LS,
O,3,,674.115,,8.46e+05,C+,379293.03,394127.3,2s2.2p.(2P*).4d,3D*,2,2s.2p2.(2D).3s,3D,2,,T5376LS,
O,3,,674.380,,7.21e+04,C,400351.56,415180,2s.2p2.(4P).3d,3P,2,2s2.2p.(2P*).6d,3D*,3,,T5376LS,
O,3,,674.380,,1.80e+04,D,400351.56,415180,2s.2p2.(4P).3d,3P,2,2s2.2p.(2P*).6d,3D*,2,,T5376LS,
O,3,,674.380,,2.00e+03,D,400351.56,415180,2s.2p2.(4P).3d,3P,2,2s2.2p.(2P*).6d,3D*,1,,T5376LS,
O,3,,676.299,,3.01e+05,C+,379293.03,394079.4,2s2.2p.(2P*).4d,3D*,2,2s.2p2.(2D).3s,3D,1,,T5376LS,
O,5,,676.659,,4.37e+06,B,689403.5,704182.0,1s2.2p.(2P*<1/2>).3p,3P,0,1s2.2p.(2P*<1/2>).3d,3D*,1,,T3843n,
O,3,,677.023,,1.87e+05,C+,379356.75,394127.3,2s2.2p.(2P*).4d,3D*,3,2s.2p2.(2D).3s,3D,2,,T5376LS,
O,2,677.6843,677.6854,9,1.75e+06,D,233430.53,248186.64,2s2.2p2.(3P).3d,2P,3/2,2s2.2p2.(3P).4p,2D*,5/2,,T5723LS,L10621
O,4,,677.828,,9.58e+05,B,577209,591962,2p2.(3P).3s,4P,5/2,2s.2p.(3P*).4d,4D*,5/2,,T5109LS,
O,5,,679.149,,5.79e+06,B,689517.7,704242.0,1s2.2p.(2P*<3/2>).3p,3P,1,1s2.2p.(2P*<3/2>).3d,3D*,2,,T3843n,
O,3,,679.394,,5.29e+04,C,400460.99,415180,2s.2p2.(4P).3d,3P,1,2s2.2p.(2P*).6d,3D*,2,,T5376LS,
O,3,,679.394,,2.94e+04,D,400460.99,415180,2s.2p2.(4P).3d,3P,1,2s2.2p.(2P*).6d,3D*,1,,T5376LS,
O,4,,680.735,,1.58e+05,B,577209,591899,2p2.(3P).3s,4P,5/2,2s.2p.(3P*).4d,4D*,3/2,,T5109LS,
O,2,,681.2357,,1.64e+05,D,231350.087,246029.295,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).4p,4D*,7/2,,T5723LS,L11267
O,3,,681.891,,3.87e+04,D,400514.89,415180,2s.2p2.(4P).3d,3P,0,2s2.2p.(2P*).6d,3D*,1,,T5376LS,
O,5,,681.928,,3.00e+06,B,689517.7,704182.0,1s2.2p.(2P*<3/2>).3p,3P,1,1s2.2p.(2P*<1/2>).3d,3D*,1,,T3843n,
O,4,,681.942,,7.34e+06,B,615431,630095,2p2.(3P).3p,2D*,5/2,2p2.(3P).3d,2F,7/2,,T5109LS,
O,4,,681.942,,4.90e+05,B,615431,630095,2p2.(3P).3p,2D*,5/2,2p2.(3P).3d,2F,5/2,,T5109LS,
O,5,,683.083,,7.35e+06,B,689708.5,704348.0,1s2.2p.(2P*<3/2>).3p,3P,2,1s2.2p.(2P*<3/2>).3d,3D*,3,,T3843n,
O,4,,683.293,,6.81e+06,B,615460,630095,2p2.(3P).3p,2D*,3/2,2p2.(3P).3d,2F,5/2,,T5109LS,
O,2,,684.5987,,2.97e+05,D,231296.126,245903.224,2s2.2p2.(3P).3d,4F,3/2,2s2.2p2.(3P).4p,4D*,5/2,,T5723LS,L11267
O,2,684.8702,684.8694,11,3.17e+06,C,231427.970,246029.295,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).4p,4D*,7/2,,T5723LS,L10621
O,2,,685.885,,2.82e+05,D,233430.53,248010.23,2s2.2p2.(3P).3d,2P,3/2,2s2.2p2.(3P).4p,2D*,3/2,,T5723LS,
O,2,687.1380,687.1371,11,5.35e+06,C,231350.087,245903.224,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).4p,4D*,5/2,,T5723LS,L10621
O,4,,687.838,,1.88e+06,B,452806.6,467344.9,2s.2p.(3P*).3s,2P*,1/2,2s.2p.(3P*).3p,2P,3/2,,T5109LS,
O,5,,688.066,,1.65e+06,B,689708.5,704242.0,1s2.2p.(2P*<3/2>).3p,3P,2,1s2.2p.(2P*<3/2>).3d,3D*,2,,T3843n,
O,2,688.6811,688.6780,11,6.12e+06,C,231296.126,245816.70,2s2.2p2.(3P).3d,4F,3/2,2s2.2p2.(3P).4p,4D*,3/2,,T5723LS,L10621
O,2,689.7011,689.7004,22,2.72e+07,C,231530.246,246029.295,2s2.2p2.(3P).3d,4F,9/2,2s2.2p2.(3P).4p,4D*,7/2,,T5723LS,L10621
O,2,690.8348,690.8342,19,2.48e+07,C,231427.970,245903.224,2s2.2p2.(3P).3d,4F,7/2,2s2.2p2.(3P).4p,4D*,5/2,,T5723LS,L10621
O,5,,690.918,,1.70e+05,B,689708.5,704182.0,1s2.2p.(2P*<3/2>).3p,3P,2,1s2.2p.(2P*<1/2>).3d,3D*,1,,T3843n,
O,2,690.9778,690.9778,15,3.03e+07,C,231296.126,245768.37,2s2.2p2.(3P).3d,4F,3/2,2s2.2p2.(3P).4p,4D*,1/2,,T5723LS,L10621
O,2,691.2468,691.2468,19,2.43e+07,C,231350.087,245816.70,2s2.2p2.(3P).3d,4F,5/2,2s2.2p2.(3P).4p,4D*,3/2,,T5723LS,L10621
O,2,,691.293,,1.37e+06,D,233544.59,248010.23,2s2.2p2.(3P).3d,2P,1/2,2s2.2p2.(3P).4p,2D*,3/2,,T5723LS,
O,2,692.4265,692.4263,6,,,253048.82,267490.79,2s2.2p2.(1D).3d,2D,5/2,2s2.2p2.(1D).4p,2P*,3/2,,,L10621
O,4,,693.351,,7.35e+06,B,452806.6,467229.3,2s.2p.(3P*).3s,2P*,1/2,2s.2p.(3P*).3p,2P,1/2,,T5109LS,
O,2,693.7932,693.7921,5,,,253046.74,267460.28,2s2.2p2.(1D).3d,2D,3/2,2s2.2p2.(1D).4p,2P*,1/2,,,L10621
O,1,,700.3830,,1.47e+06,B,88630.587,102908.489,2s2.2p3.(4S*).3p,3P,1,2s2.2p3.(4S*).4d,3D*,1,,"T5803,LS",
O,1,700.385,700.3853,360,2.65e+06,B,88630.587,102908.443,2s2.2p3.(4S*).3p,3P,1,2s2.2p3.(4S*).4d,3D*,2,,"T5803,LS",L3760
O,1,,700.4104,,9.83e+04,B,88631.146,102908.489,2s2.2p3.(4S*).3p,3P,2,2s2.2p3.(4S*).4d,3D*,1,,"T5803,LS",
O,1,,700.4127,,8.83e+05,B,88631.146,102908.443,2s2.2p3.(4S*).3p,3P,2,2s2.2p3.(4S*).4d,3D*,2,,"T5803,LS",
O,1,700.416,700.4161,450,3.53e+06,B,88631.146,102908.374,2s2.2p3.(4S*).3p,3P,2,2s2.2p3.(4S*).4d,3D*,3,,"T5803,LS",L3760
O,1,,700.4181,,1.96e+06,B,88631.303,102908.489,2s2.2p3.(4S*).3p,3P,0,2s2.2p3.(4S*).4d,3D*,1,,"T5803,LS",
O,4,,700.604,,8.90e+06,B,453071.5,467344.9,2s.2p.(3P*).3s,2P*,3/2,2s.2p.(3P*).3p,2P,3/2,,T5109LS,
O,3,,701.826,,6.55e+06,C+,366488.45,380737.00,2s2.2p.(2P*).4p,3D,1,2s2.2p.(2P*).4d,3P*,0,,T5376LS,
O,1,,701.9235,,3.22e+04,C,99680.968,113927.534,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(2P*).3s,3P*,0,,T5713LS,
O,1,,702.2263,,8.05e+03,C,99680.968,113921.391,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(2P*).3s,3P*,1,,T5713LS,
O,1,,702.2303,,1.34e+04,C,99681.049,113921.391,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(2P*).3s,3P*,1,,T5713LS,
O,1,,702.2431,,1.07e+04,C,99681.309,113921.391,2s2.2p3.(4S*).4p,3P,0,2s2.2p3.(2P*).3s,3P*,1,,T5713LS,
O,1,,702.7412,,8.03e+03,C,99680.968,113910.957,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(2P*).3s,3P*,2,,T5713LS,
O,1,,702.7452,,2.41e+04,C,99681.049,113910.957,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(2P*).3s,3P*,2,,T5713LS,
O,3,,702.767,,1.63e+06,C+,366488.45,380717.92,2s2.2p.(2P*).4p,3D,1,2s2.2p.(2P*).4d,3P*,1,,T5376LS,
O,3,,703.331,,6.51e+04,C+,366488.45,380706.51,2s2.2p.(2P*).4p,3D,1,2s2.2p.(2P*).4d,3P*,2,,T5376LS,
O,4,,703.428,,3.90e+07,B,485821.7,500037.8,2s2.4s,2S,1/2,2s2.4p,2P*,3/2,,T5109LS,
O,4,,705.557,,3.86e+07,B,485821.7,499994.9,2s2.4s,2S,1/2,2s2.4p,2P*,1/2,,T5109LS,
O,4,,706.324,,3.48e+06,B,453071.5,467229.3,2s.2p.(3P*).3s,2P*,3/2,2s.2p.(3P*).3p,2P,1/2,,T5109LS,
O,3,,708.107,,4.78e+06,C+,366595.76,380717.92,2s2.2p.(2P*).4p,3D,2,2s2.2p.(2P*).4d,3P*,1,,T5376LS,
O,2,708.5928,708.5915,11,2.28e+06,D,234402.797,248515.30,2s2.2p2.(3P).3d,2D,3/2,2s2.2p2.(3P).4p,2P*,3/2,,T5723LS,L10621
O,3,,708.680,,9.54e+05,C+,366595.76,380706.51,2s2.2p.(2P*).4p,3D,2,2s2.2p.(2P*).4d,3P*,2,,T5376LS,
O,2,711.2043,711.2039,16,2.03e+07,D,234454.634,248515.30,2s2.2p2.(3P).3d,2D,5/2,2s2.2p2.(3P).4p,2P*,3/2,,T5723LS,L10621
O,2,713.0850,713.0830,13,2.24e+07,D,234402.797,248426.41,2s2.2p2.(3P).3d,2D,3/2,2s2.2p2.(3P).4p,2P*,1/2,,T5723LS,L10621
O,2,,713.2366,,,,232462.724,246483.317,2s2.2p2.(3P).3d,4P,5/2,2s2.2p2.(3P).4p,4P*,3/2,,,L11267
O,2,714.6447,714.6479,12,,,232462.724,246455.629,2s2.2p2.(3P).3d,4P,5/2,2s2.2p2.(3P).4p,4P*,5/2,,,L10621
O,2,715.3058,715.3050,12,,,252608.28,266588.33,2s2.2p2.(1D).3d,2G,9/2,2s2.2p2.(1D).4p,2F*,7/2,,,L10621
O,2,715.8063,715.8058,11,,,252609.46,266579.73,2s2.2p2.(1D).3d,2G,7/2,2s2.2p2.(1D).4p,2F*,5/2,,,L10621
O,4,,715.820,,3.58e+04,B,570791,584761,2s.2p.(1P*).3d,2F*,5/2,2s.2p.(3P*).4p,2D,5/2,,T5109LS,
O,1,715.867,715.8674,210,5.05e+07,B,102662.026,116631.094,2s2.2p3.(2D*).3s,1D*,2,2s2.2p3.(2D*).3p,1D,2,,T5713,L3760
O,4,,716.1,,7.16e+05,B,570797,584761,2s.2p.(1P*).3d,2F*,7/2,2s.2p.(3P*).4p,2D,5/2,,T5109LS,
O,2,716.9809,716.9812,7,,,232535.949,246483.317,2s2.2p2.(3P).3d,4P,3/2,2s2.2p2.(3P).4p,4P*,3/2,,,L10621
O,2,718.4071,718.4073,6,,,232535.949,246455.629,2s2.2p2.(3P).3d,4P,3/2,2s2.2p2.(3P).4p,4P*,5/2,,,L10621
O,3,,719.223,,5.11e+06,C+,366802.62,380706.51,2s2.2p.(2P*).4p,3D,3,2s2.2p.(2P*).4d,3P*,2,,T5376LS,
O,2,720.4191,720.4183,9,,,232602.492,246483.317,2s2.2p2.(3P).3d,4P,1/2,2s2.2p2.(3P).4p,4P*,3/2,,,L10621
